	combination	SumsOfSqs	MeanSqs	F.Model	R2	P.value	P.value.corrected
1	intestine.M <-> intestine.MM	1.68168843734615	1.68168843734615	6.10981327755532	0.152327143367039	0.000999000999000999	0.000999000999000999
