	combination	SumsOfSqs	MeanSqs	F.Model	R2	P.value	P.value.corrected
1	intestine.M <-> intestine.MM	1.68168843734615	1.68168843734615	6.10981327755532	0.152327143367039	0.000999000999000999	0.000999000999000999
2	intestine.M <-> intestine.MMV	1.41573368550041	1.41573368550041	5.32681215569773	0.138983960733761	0.000999000999000999	0.000999000999000999
3	intestine.MM <-> intestine.MMV	0.6823752665434	0.6823752665434	2.3396107931844	0.0662036378067757	0.000999000999000999	0.000999000999000999
